avg_call_stack, crate, fn_decl, callee, effect, dir, file, line, col
1, tokio, tokio::fs::file::File::sync_all, tokio::fs::asyncify, tokio::fs, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/fs, file.rs, 254, 8
1, tokio, tokio::fs::symlink::symlink, CLOSURE::data::packages::src::fs::symlink::17::13, [ClosureCreation], data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/fs, symlink.rs, 17, 13
3, tokio, tokio::net::unix::pipe::OpenOptions::open, std::fs::OpenOptions::write, std::fs, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/net/unix, pipe.rs, 214, 13
51, tokio, tokio::runtime::io::Handle::allocate, std::io::error::Error::new, std::io, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/runtime/io, mod.rs, 288, 23
1, tokio, tokio::io::async_fd::AsyncFdReadyMutGuard::try_io, tokio::io::async_fd::TryIoError, tokio::io, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/io, async_fd.rs, 808, 71
1, tokio, tokio::runtime::tests::task_combinations::std::future::Future::poll, std::pin::Pin::into_inner_unchecked, [UnsafeCall], data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/runtime/tests, task_combinations.rs, 276, 25
3, tokio, tokio::runtime::task::raw::vtable, tokio::runtime::task::raw::drop_join_handle_slow, [FnPtrCreation], data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/runtime/task, raw.rs, 52, 31
4, tokio, tokio::util::idle_notified_set::IdleNotifiedSet::drain, tokio::util::idle_notified_set::move_to_new_list, [UnsafeCall], data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/util, idle_notified_set.rs, 303, 16
4, tokio, tokio::runtime::task::harness::poll_future, std::panic::catch_unwind, std::panic, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/runtime/task, harness.rs, 492, 14
1, tokio, tokio::net::udp::UdpSocket::try_peek_from, mio::net::udp::UdpSocket::peek_from, mio::net, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/net, udp.rs, 1646, 51
12, tokio, tokio::io::util::buf_reader::BufReader::poll_fill_buf, tokio::io::util::buf_reader::BufReader::project, tokio::io, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/io/util, buf_reader.rs, 124, 22
1, tokio, tokio::runtime::task::abort::AbortHandle::fmt, tokio::runtime::task::core::Header::get_id_ptr, [UnsafeCall], data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/runtime/task, abort.rs, 77, 30
1, tokio, tokio::net::tcp::split_owned::OwnedWriteHalf::try_write_vectored, tokio::net::tcp::stream::TcpStream::try_write_vectored, tokio::net, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/net/tcp, split_owned.rs, 438, 19
2, tokio, tokio::io::read_buf::ReadBuf::initialize_unfilled_to, tokio::io::read_buf::slice_assume_init_mut, tokio::io, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/io, read_buf.rs, 174, 17
2, tokio, tokio::io::stdin::sys::Stdin::as_raw_fd, std::os::fd::raw::Stdin::as_raw_fd, std::os, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/io, stdin.rs, 61, 29
3, tokio, tokio::sync::oneshot::Inner::close, core::task::wake::Waker::wake_by_ref, [FnPtrCreation], data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/sync, oneshot.rs, 1206, 39
21, tokio, tokio::runtime::time::entry::TimerHandle::cached_when, core::ptr::non_null::NonNull::as_ref, [UnsafeCall], data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/runtime/time, entry.rs, 578, 28
1, tokio, tokio::net::udp::UdpSocket::into_std, std::os::fd::net::UdpSocket::from_raw_fd, std::os, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/net, udp.rs, 255, 39
3, tokio, tokio::net::unix::stream::UnixStream::try_read, tokio::io::poll_evented::PollEvented::registration, tokio::io, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/net/unix, stream.rs, 301, 13
2, tokio, tokio::fs::read_dir::ReadDir::poll_next_entry, tokio::fs::read_dir::ReadDir::next_chunk, tokio::fs, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/fs, read_dir.rs, 117, 24
1, tokio, tokio::fs::open_options::OpenOptions::create_new, std::fs::OpenOptions::create_new, std::fs, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/fs, open_options.rs, 334, 15
1, tokio, tokio::net::unix::stream::UnixStream::into_std, std::os::unix::net::stream::UnixStream::from_raw_fd, std::os, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/net/unix, stream.rs, 833, 35
4, tokio, tokio::runtime::scheduler::multi_thread::queue::Steal::steal_into2, tokio::runtime::scheduler::multi_thread::queue::Steal::steal_into2::ptr, [PtrDeref], data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/runtime/scheduler/multi_thread, queue.rs, 444, 78
1, tokio, tokio::io::seek::Seek::poll, tokio::io::async_seek::AsyncSeek::poll_complete, tokio::io, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/io, seek.rs, 49, 48
31, tokio, tokio::fs::asyncify, std::io::error::Error::new, std::io, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/fs, mod.rs, 140, 22
1, tokio, tokio::net::tcp::socket::TcpSocket::set_tos, socket2::socket::Socket::set_tos, socket2, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/net/tcp, socket.rs, 459, 19
1, tokio, tokio::net::unix::stream::UnixStream::try_io, mio::net::uds::stream::UnixStream::try_io, mio::net, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/net/unix, stream.rs, 707, 41
1, tokio, tokio::net::unix::split_owned::OwnedWriteHalf::reunite, tokio::net::unix::split_owned::reunite, tokio::net, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/net/unix, split_owned.rs, 262, 8
1, tokio, tokio::io::util::read_exact::ReadExact::poll, tokio::io::read_buf::ReadBuf::remaining, tokio::io, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/io/util, read_exact.rs, 58, 29
3, tokio, tokio::sync::oneshot::Inner::complete, core::task::wake::Waker::wake_by_ref, [FnPtrCreation], data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/sync, oneshot.rs, 1125, 39
1, tokio, tokio::io::async_fd::AsyncFdReadyMutGuard::get_inner_mut, tokio::io::async_fd::AsyncFdReadyMutGuard::get_mut, tokio::io, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/io, async_fd.rs, 830, 13
1, tokio, tokio::net::windows::named_pipe::named_pipe_info, Err, [UnsafeCall], data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/net/windows, named_pipe.rs, 2673, 15
1, tokio, tokio::net::tcp::split_owned::OwnedWriteHalf::ready, tokio::net::tcp::stream::TcpStream::ready, tokio::net, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/net/tcp, split_owned.rs, 385, 19
1, tokio, tokio::sync::mutex::OwnedMappedMutexGuard::deref_mut, tokio::sync::mutex::OwnedMappedMutexGuard::data, [PtrDeref], data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/sync, mutex.rs, 1355, 23
24, tokio, tokio::process::ChildStdin::poll_write, tokio::process::imp::ChildStdio::poll_write, tokio::process, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/process, mod.rs, 1365, 34
12, tokio, tokio::io::util::buf_reader::BufReader::poll_fill_buf, tokio::io::read_buf::ReadBuf::filled, tokio::io, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/io/util, buf_reader.rs, 134, 26
182, tokio, tokio::io::util::buf_reader::BufReader::start_seek, tokio::io::util::buf_reader::BufReader::project, tokio::io, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/io/util, buf_reader.rs, 183, 14
3, tokio, tokio::runtime::scheduler::multi_thread::queue::Steal::steal_into, CLOSURE::data::packages::src::runtime::scheduler::multi_thread::queue::366::49, [ClosureCreation], data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/runtime/scheduler/multi_thread, queue.rs, 366, 49
6, tokio, tokio::io::util::take::Take::poll_fill_buf, tokio::io::util::take::Take::project, tokio::io, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/io/util, take.rs, 108, 22
1, tokio, tokio::util::once_cell::OnceCell::drop, core::ptr::drop_in_place, [UnsafeCall], data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/util, once_cell.rs, 66, 16
1, tokio, tokio::net::tcp::split_owned::OwnedReadHalf::reunite, tokio::net::tcp::split_owned::reunite, tokio::net, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/net/tcp, split_owned.rs, 108, 8
1, tokio, tokio::net::udp::UdpSocket::send, mio::net::udp::UdpSocket::send, mio::net, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/net, udp.rs, 559, 53
1, tokio, tokio::net::unix::pipe::Sender::writable, tokio::net::unix::pipe::Sender::ready, tokio::net, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/net/unix, pipe.rs, 470, 13
11, tokio, tokio::io::stdin::Stdin::poll_read, tokio::io::blocking::Blocking::poll_read, tokio::io, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/io, stdin.rs, 98, 32
22, tokio, tokio::io::blocking::Blocking::poll_read, tokio::io::blocking::Buf::copy_to, tokio::io, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/io, blocking.rs, 65, 28
4, tokio, tokio::net::udp::UdpSocket::peek_sender_inner, CLOSURE::data::packages::src::net::udp::1722::28, [ClosureCreation], data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/net, udp.rs, 1722, 28
1, tokio, tokio::io::stdin::sys::Stdin::as_fd, tokio::io::stdin::sys::Stdin::as_raw_fd, tokio::io, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/io, stdin.rs, 68, 49
9, tokio, tokio::net::udp::UdpSocket::as_socket, socket2::sockref::SockRef::from, socket2, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/net, udp.rs, 269, 8
3, tokio, tokio::net::unix::pipe::OpenOptions::open, std::fs::OpenOptions::open, std::fs, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/net/unix, pipe.rs, 222, 27
1, tokio, tokio::net::unix::datagram::socket::UnixDatagram::try_send_to, tokio::io::poll_evented::PollEvented::registration, tokio::io, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/net/unix/datagram, socket.rs, 713, 13
1, tokio, tokio::net::udp::UdpSocket::peek_sender, tokio::io::poll_evented::PollEvented::registration, tokio::io, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/net, udp.rs, 1664, 13
1, tokio, tokio::net::unix::stream::UnixStream::pair, tokio::net::unix::stream::UnixStream::new, tokio::net, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/net/unix, stream.rs, 844, 16
1, tokio, tokio::sync::notify::NotifyWaitersList::drop, core::ptr::non_null::NonNull::as_ref, [UnsafeCall], data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/sync, notify.rs, 351, 45
2, tokio, tokio::io::util::read_until::read_until_internal, tokio::io::async_buf_read::AsyncBufRead::consume, tokio::io, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/io/util, read_until.rs, 65, 24
3, tokio, tokio::io::util::copy::CopyBuffer::poll_fill_buf, tokio::io::read_buf::ReadBuf::new, tokio::io, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/io/util, copy.rs, 39, 22
74, tokio, tokio::sync::task::atomic_waker::AtomicWaker::take_waker, CLOSURE::data::packages::src::sync::task::atomic_waker::320::57, [ClosureCreation], data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/sync/task, atomic_waker.rs, 320, 57
11, tokio, tokio::net::unix::split_owned::OwnedReadHalf::poll_read, tokio::net::unix::stream::UnixStream::poll_read_priv, tokio::net, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/net/unix, split_owned.rs, 251, 19
1, tokio, tokio::fs::read_to_string::read_to_string, std::fs::read_to_string, std::fs, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/fs, read_to_string.rs, 29, 21
1, tokio, tokio::process::windows::std::future::Future::poll, UNKNOWN_METHOD::as_raw_handle, [UnsafeCall], data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/process, windows.rs, 127, 32
1, tokio, tokio::net::udp::UdpSocket::try_recv, mio::net::udp::UdpSocket::recv, mio::net, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/net, udp.rs, 877, 51
1, tokio, tokio::task::local::LocalSet::poll, tokio::task::local::LocalState::owned_is_empty, [UnsafeCall], data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/task, local.rs, 812, 59
24, tokio, tokio::io::blocking::Blocking::poll_write, tokio::io::blocking::State::Busy, tokio::io, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/io, blocking.rs, 120, 33
6, tokio, tokio::sync::oneshot::Task::drop_task, CLOSURE::data::packages::src::sync::oneshot::422::24, [ClosureCreation], data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/sync, oneshot.rs, 422, 24
10, tokio, tokio::io::util::buf_writer::BufWriter::poll_shutdown, tokio::io::util::buf_writer::BufWriter::get_pin_mut, tokio::io, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/io/util, buf_writer.rs, 209, 13
4, tokio, tokio::util::idle_notified_set::EntryInOneOfTheLists::remove, tokio::util::idle_notified_set::EntryInOneOfTheLists::remove::ptr, [PtrDeref], data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/util, idle_notified_set.rs, 346, 17
4, tokio, tokio::process::imp::convert_to_stdio, std::process::Stdio::from, std::process, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/process/unix, mod.rs, 215, 7
1, tokio, tokio::fs::file::File::sync_all, std::fs::File::sync_all, std::fs, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/fs, file.rs, 254, 29
11, tokio, tokio::runtime::time::entry::TimerHandle::set_expiration, tokio::runtime::time::entry::TimerShared::set_expiration, [UnsafeCall], data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/runtime/time, entry.rs, 594, 28
6, tokio, tokio::io::util::buf_stream::BufStream::poll_write_vectored, tokio::io::util::buf_stream::BufStream::project, tokio::io, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/io/util, buf_stream.rs, 135, 13
1, tokio, tokio::fs::read::read, std::path::Path::to_owned, std::path, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/fs, read.rs, 49, 29
4, tokio, tokio::process::imp::stdio, tokio::process::imp::set_nonblocking, tokio::process, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/process/unix, mod.rs, 335, 4
1, tokio, tokio::net::tcp::split::ReadHalf::ready, tokio::net::tcp::stream::TcpStream::ready, tokio::net, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/net/tcp, split.rs, 166, 15
1, tokio, tokio::io::util::buf_stream::BufStream::get_pin_mut, tokio::io::util::buf_reader::BufReader::get_pin_mut, tokio::io, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/io/util, buf_stream.rs, 70, 29
415, tokio, tokio::util::linked_list::Pointers::set_prev, core::ptr::write, [UnsafeCall], data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/util, linked_list.rs, 424, 12
11, tokio, tokio::fs::file::File::poll_read, tokio::fs::file::State::Idle, tokio::fs, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/fs, file.rs, 540, 42
10, tokio, tokio::io::util::buf_stream::BufStream::poll_flush, tokio::io::util::buf_stream::BufStream::project, tokio::io, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/io/util, buf_stream.rs, 143, 13
1, tokio, tokio::net::unix::datagram::socket::UnixDatagram::try_recv_from, mio::net::uds::datagram::UnixDatagram::recv_from, mio::net, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/net/unix/datagram, socket.rs, 1320, 51
1, tokio, tokio::io::seek::Seek::poll, tokio::io::async_seek::AsyncSeek::poll_complete, tokio::io, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/io, seek.rs, 54, 44
1, tokio, tokio::net::windows::named_pipe::NamedPipeServer::info, UNKNOWN_METHOD::as_raw_handle, [UnsafeCall], data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/net/windows, named_pipe.rs, 159, 41
1, tokio, tokio::net::udp::UdpSocket::device, socket2::sys::Socket::device, socket2, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/net, udp.rs, 1914, 25
1, tokio, tokio::process::imp::ChildStdio::as_fd, tokio::process::imp::ChildStdio::as_raw_fd, tokio::process, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/process/unix, mod.rs, 261, 45
1, tokio, tokio::net::unix::pipe::Receiver::try_read, tokio::io::poll_evented::PollEvented::registration, tokio::io, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/net/unix, pipe.rs, 998, 13
14, tokio, tokio::sync::mpsc::block::Block::grow, tokio::sync::mpsc::block::Block::try_push, [UnsafeCall], data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/sync/mpsc, block.rs, 382, 48
24, tokio, tokio::util::rc_cell::RcCell::with_inner, tokio::util::rc_cell::RcCell::with_inner::ptr, [PtrDeref], data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/util, rc_cell.rs, 38, 42
18, tokio, tokio::io::util::buf_reader::BufReader::poll_shutdown, tokio::io::util::buf_reader::BufReader::get_pin_mut, tokio::io, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/io/util, buf_reader.rs, 287, 13
1, tokio, tokio::net::unix::datagram::socket::UnixDatagram::local_addr, mio::net::uds::datagram::UnixDatagram::local_addr, mio::net, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/net/unix/datagram, socket.rs, 1444, 16
1, tokio, tokio::io::util::buf_stream::BufStream::get_mut, tokio::io::util::buf_writer::BufWriter::get_mut, tokio::io, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/io/util, buf_stream.rs, 63, 29
1, tokio, tokio::net::unix::stream::UnixStream::connect, tokio::net::unix::stream::UnixStream::new, tokio::net, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/net/unix, stream.rs, 53, 21
14, tokio, tokio::io::util::buf_reader::BufReader::poll_complete, tokio::io::async_seek::AsyncSeek::start_seek, tokio::io, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/io/util, buf_reader.rs, 211, 25
1, tokio, tokio::process::imp::Child::poll, tokio::process::imp::reap::Reaper::poll, tokio::process, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/process/unix, mod.rs, 155, 34
3, tokio, tokio::runtime::time::Handle::clear_entry, core::ptr::non_null::NonNull::as_ref, [UnsafeCall], data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/runtime/time, mod.rs, 327, 21
1, tokio, tokio::fs::read::read, CLOSURE::data::packages::src::fs::read::50::13, [ClosureCreation], data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/fs, read.rs, 50, 13
1, tokio, tokio::net::unix::split_owned::OwnedReadHalf::readable, tokio::net::unix::stream::UnixStream::readable, tokio::net, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/net/unix, split_owned.rs, 150, 19
3, tokio, tokio::process::imp::GlobalOrphanQueue::reap_orphans, tokio::process::imp::orphan::OrphanQueueImpl::reap_orphans, tokio::process, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/process/unix, mod.rs, 94, 27
24, tokio, tokio::fs::file::File::poll_write, std::fs::seek, std::fs, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/fs, file.rs, 655, 36
1, tokio, tokio::net::unix::pipe::Sender::from_file, std::io::error::Error::new, std::io, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/net/unix, pipe.rs, 346, 23
9, tokio, tokio::runtime::scheduler::multi_thread::queue::Local::pop, tokio::loom::std::atomic_u32::AtomicU32::unsync_load, [UnsafeCall], data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/runtime/scheduler/multi_thread, queue.rs, 286, 48
5, tokio, tokio::net::tcp::stream::TcpStream::poll_peek, tokio::io::read_buf::ReadBuf::assume_init, tokio::io, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/net/tcp, stream.rs, 368, 33
1, tokio, tokio::fs::rename::rename, std::fs::rename, std::fs, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/fs, rename.rs, 16, 21
125, tokio, tokio::runtime::task::inject::set_next, tokio::runtime::task::core::Header::set_next, [UnsafeCall], data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/runtime/task, inject.rs, 218, 24
5, tokio, tokio::io::util::read_line::finish_string_read, tokio::io::util::read_line::put_back_original_data, tokio::io, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/io/util, read_line.rs, 79, 12
1, tokio, tokio::fs::read_dir::DirEntry::metadata, CLOSURE::data::packages::src::fs::read_dir::299::17, [ClosureCreation], data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/fs, read_dir.rs, 299, 17
1, tokio, tokio::net::unix::datagram::socket::UnixDatagram::as_fd, tokio::net::unix::datagram::socket::UnixDatagram::as_raw_fd, tokio::net, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/net/unix/datagram, socket.rs, 1583, 45
1, tokio, tokio::net::udp::UdpSocket::poll_peek_sender, tokio::io::poll_evented::PollEvented::registration, tokio::io, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/net, udp.rs, 1691, 13
46, tokio, tokio::runtime::task::inject::Inject::push, tokio::loom::std::atomic_usize::AtomicUsize::unsync_load, [UnsafeCall], data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/runtime/task, inject.rs, 88, 36
1, tokio, tokio::io::util::flush::Flush::poll, tokio::io::async_write::AsyncWrite::poll_flush, tokio::io, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/io/util, flush.rs, 44, 29
1, tokio, tokio::io::util::read_to_string::ReadToString::poll, tokio::io::util::read_to_string::ReadToString::project, tokio::io, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/io/util, read_to_string.rs, 74, 22
4, tokio, tokio::sync::broadcast::Receiver::recv_ref, CLOSURE::data::packages::src::sync::broadcast::987::44, [ClosureCreation], data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/sync, broadcast.rs, 987, 44
1, tokio, tokio::net::tcp::stream::TcpStream::into_std, tokio::io::poll_evented::PollEvented::into_inner, tokio::io, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/net/tcp, stream.rs, 247, 17
5, tokio, tokio::runtime::signal::Driver::process, std::io::error::Error::kind, std::io, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/runtime/signal, mod.rs, 119, 28
1, tokio, tokio::fs::file::File::set_len, tokio::fs::file::State::Idle, tokio::fs, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/fs, file.rs, 356, 22
1, tokio, tokio::net::unix::datagram::socket::UnixDatagram::poll_send_to, tokio::io::poll_evented::PollEvented::registration, tokio::io, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/net/unix/datagram, socket.rs, 1199, 13
1, tokio, tokio::io::util::flush::Flush::poll, tokio::io::util::flush::Flush::project, tokio::io, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/io/util, flush.rs, 43, 22
23, tokio, tokio::io::util::buf_stream::BufStream::poll_write, tokio::io::util::buf_reader::BufReader::poll_write, tokio::io, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/io/util, buf_stream.rs, 127, 29
1, tokio, tokio::io::util::buf_stream::BufStream::new, tokio::io::util::buf_writer::BufWriter::new, tokio::io, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/io/util, buf_stream.rs, 31, 34
76, tokio, tokio::util::linked_list::LinkedList::remove, tokio::util::linked_list::Link::pointers, [UnsafeCall], data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/util, linked_list.rs, 215, 8
1, tokio, tokio::signal::windows::sys::global_init, Some, [UnsafeCall], data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/signal/windows, sys.rs, 96, 48
11, tokio, tokio::net::unix::split::ReadHalf::poll_read, tokio::net::unix::stream::UnixStream::poll_read_priv, tokio::net, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/net/unix, split.rs, 287, 15
1, tokio, tokio::net::unix::split::ReadHalf::try_read, tokio::net::unix::stream::UnixStream::try_read, tokio::net, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/net/unix, split.rs, 122, 15
1, tokio, tokio::task::task_local::TaskLocalFuture::poll, core::pin::Pin::into_inner_unchecked, [UnsafeCall], data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/task, task_local.rs, 341, 28
1, tokio, tokio::net::tcp::socket::TcpSocket::as_fd, tokio::net::tcp::socket::TcpSocket::as_raw_fd, tokio::net, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/net/tcp, socket.rs, 749, 45
15, tokio, tokio::process::imp::Child::try_wait, std::process::Child::try_wait, std::process, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/process/unix, mod.rs, 56, 13
10, tokio, tokio::runtime::time::Handle::reregister, core::ptr::non_null::NonNull::as_ref, [UnsafeCall], data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/runtime/time, mod.rs, 357, 30
8, tokio, tokio::runtime::park::unparker_to_raw_waker, tokio::runtime::park::clone, [FnPtrCreation], data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/runtime, park.rs, 320, 29
1, tokio, tokio::process::windows::duplicate_handle, windows_sys::Win32::System::Threading::GetCurrentProcess, [UnsafeCall], data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/process, windows.rs, 257, 23
1, tokio, tokio::net::udp::UdpSocket::connect, tokio::net::addr::to_socket_addrs, tokio::net, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/net, udp.rs, 340, 20
1, tokio, tokio::fs::try_exists::try_exists, tokio::fs::asyncify, tokio::fs, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/fs, try_exists.rs, 29, 10
1, tokio, tokio::net::unix::datagram::socket::UnixDatagram::recv_from, mio::net::uds::datagram::UnixDatagram::recv_from, mio::net, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/net/unix/datagram, socket.rs, 1127, 53
2, tokio, tokio::io::util::buf_writer::BufWriter::new, tokio::io::util::buf_writer::BufWriter::with_capacity, tokio::io, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/io/util, buf_writer.rs, 45, 8
1, tokio, tokio::net::udp::UdpSocket::bind, CLOSURE::data::packages::src::net::udp::159::36, [ClosureCreation], data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/net, udp.rs, 159, 36
76, tokio, tokio::util::linked_list::LinkedList::remove, core::ptr::non_null::NonNull::as_mut, [UnsafeCall], data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/util, linked_list.rs, 215, 26
1, tokio, tokio::io::util::buf_stream::BufStream::get_mut, tokio::io::util::buf_reader::BufReader::get_mut, tokio::io, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/io/util, buf_stream.rs, 63, 19
11, tokio, tokio::sync::mpsc::block::Block::write, CLOSURE::data::packages::src::sync::mpsc::block::183::42, [ClosureCreation], data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/sync/mpsc, block.rs, 183, 42
15, tokio, tokio::sync::batch_semaphore::Semaphore::close, tokio::sync::batch_semaphore::Semaphore::close::waker, [PtrDeref], data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/sync, batch_semaphore.rs, 232, 74
1, tokio, tokio::fs::file::File::set_len, std::fs::File::set_len, std::fs, data/packages/hyper-0.14.27-packages/tokio-1.28.2/src/fs, file.rs, 343, 20
